,Week,Team,Player,Slot,Pos,Status,Proj,Actual
1061,7,5,Henry Ruggs III,20,Bench,ACTIVE,9.2956715692,5.1000000000000005
1062,7,6,Derrick Henry,2,RB,ACTIVE,24.554462897500002,15.399999999999999
1063,7,6,Stefon Diggs,20,Bench,ACTIVE,0.0,
1064,7,6,Kyler Murray,0,QB,ACTIVE,24.749883772,21.439999999999998
1065,7,6,T.J. Hockenson,6,TE,QUESTIONABLE,9.127528382,7.800000000000001
1066,7,6,Kenyan Drake,20,Bench,QUESTIONABLE,6.5355054909999994,15.4
1067,7,6,Michael Carter,23,Flex,ACTIVE,11.740361726500002,12.4
1068,7,6,Tyler Boyd,20,Bench,ACTIVE,8.444162383,5.9
1069,7,6,Terrace Marshall Jr.,20,Bench,QUESTIONABLE,0.0,0.0
1070,7,6,Colts D/ST,16,Def,NA,4.95703728,12.0
1071,7,6,Jason Sanders,17,K,ACTIVE,7.047283232,2.0
1072,7,6,Dawson Knox,20,Bench,ACTIVE,0.0,
1073,7,6,Cordarrelle Patterson,2,RB,ACTIVE,14.629219607500001,13.1
1074,7,6,Alex Collins,20,Bench,QUESTIONABLE,9.190530463099998,4.9
1075,7,6,Allen Robinson II,4,WR,ACTIVE,10.144376918,2.6
1076,7,6,Khalil Herbert,20,Bench,ACTIVE,9.056032984999998,16.8
1077,7,6,Antonio Brown,4,WR,QUESTIONABLE,0.0,0.0
1078,7,7,Ezekiel Elliott,20,Bench,QUESTIONABLE,0.0,
1079,7,7,Antonio Gibson,20,Bench,ACTIVE,11.949924434000003,6.6000000000000005
1080,7,7,Darren Waller,6,TE,ACTIVE,0.0,0.0
1081,7,7,Amari Cooper,20,Bench,ACTIVE,0.0,
1082,7,7,Dak Prescott,20,Bench,ACTIVE,0.0,
1083,7,7,Darrell Henderson Jr.,2,RB,ACTIVE,17.270064496499995,7.9
1084,7,7,Michael Thomas,21,IR,QUESTIONABLE,0.0,0.0
1085,7,7,Courtland Sutton,4,WR,ACTIVE,13.282333868500002,9.3
1086,7,7,Tony Pollard,20,Bench,ACTIVE,0.0,
1087,7,7,Daniel Carlson,17,K,ACTIVE,8.705461027,9.0
1088,7,7,Damien Williams,20,Bench,ACTIVE,8.715380112,1.3
1089,7,7,A.J. Brown,4,WR,ACTIVE,12.544729306799999,24.3
1090,7,7,Kadarius Toney,20,Bench,QUESTIONABLE,0.0,0.0
1091,7,7,Darrel Williams,23,Flex,ACTIVE,13.12323226,6.5
1092,7,7,D'Ernest Johnson,2,RB,ACTIVE,13.638937967999999,24.8
1093,7,7,Sam Darnold,0,QB,ACTIVE,18.008003636999998,2.4800000000000004
1094,7,7,Saints D/ST,16,Def,NA,6.149661675,10.0
1095,7,8,Saquon Barkley,20,Bench,ACTIVE,0.0,0.0
1096,7,8,Terry McLaurin,4,WR,ACTIVE,13.4314991735,22.700000000000003
1097,7,8,James Robinson,20,Bench,QUESTIONABLE,0.0,
1098,7,8,Tee Higgins,23,Flex,ACTIVE,11.420742201,9.7
1099,7,8,Diontae Johnson,20,Bench,ACTIVE,0.0,
1100,7,8,Russell Wilson,21,IR,ACTIVE,0.0,0.0
1101,7,8,Rams D/ST,16,Def,NA,5.934945703,3.0
1102,7,8,Melvin Gordon III,2,RB,ACTIVE,9.721699708500003,10.200000000000001
1103,7,8,Tyler Bass,20,Bench,ACTIVE,0.0,
1104,7,8,Alexander Mattison,20,Bench,ACTIVE,0.0,
1105,7,8,Dalton Schultz,20,Bench,ACTIVE,0.0,
1106,7,8,Jerry Jeudy,20,Bench,ACTIVE,0.0,0.0
1107,7,8,Calvin Ridley,4,WR,OUT,15.611592572000003,10.6
1108,7,8,Tua Tagovailoa,0,QB,ACTIVE,18.081924820000005,26.54
1109,7,8,Randy Bullock,17,K,ACTIVE,8.4547190715,11.0
1110,7,8,Hunter Henry,6,TE,ACTIVE,6.312313134,9.3
1111,7,8,Devonta Freeman,2,RB,ACTIVE,6.6308623459,11.4
1112,7,9,Aaron Jones,2,RB,ACTIVE,16.560558552499998,6.4
1113,7,9,Austin Ekeler,20,Bench,ACTIVE,0.0,
1114,7,9,Keenan Allen,20,Bench,ACTIVE,0.0,
1115,7,9,Josh Allen,20,Bench,ACTIVE,0.0,
1116,7,9,Chris Godwin,4,WR,QUESTIONABLE,12.994502309100001,22.1
1117,7,9,DJ Moore,4,WR,ACTIVE,14.839268487900002,10.3
1118,7,9,Javonte Williams,2,RB,ACTIVE,9.5279401385,14.2
1119,7,9,Noah Fant,6,TE,ACTIVE,9.537293233000002,6.4
1120,7,9,AJ Dillon,20,Bench,QUESTIONABLE,8.431120844,-0.7
1121,7,9,Trey Sermon,23,Flex,ACTIVE,2.3036830810000004,0.0
1122,7,9,Marvin Jones Jr.,20,Bench,ACTIVE,0.0,
1123,7,9,Cowboys D/ST,20,Bench,NA,,
1124,7,9,Kareem Hunt,20,Bench,QUESTIONABLE,0.0,0.0
1125,7,9,Matt Ryan,0,QB,ACTIVE,20.0572350485,18.439999999999998
1126,7,9,Patriots D/ST,16,Def,NA,6.8345591720000005,13.0
1127,7,9,Mason Crosby,17,K,ACTIVE,8.138144836500002,3.0
1128,7,10,Davante Adams,4,WR,ACTIVE,19.863963589999997,16.6
1129,7,10,Mark Andrews,6,TE,ACTIVE,12.2353673165,6.300000000000001
1130,7,10,Miles Sanders,20,Bench,ACTIVE,12.089021845,3.2
1131,7,10,Cooper Kupp,4,WR,ACTIVE,19.8123834627,33.6
1132,7,10,Myles Gaskin,2,RB,ACTIVE,9.761695495000001,15.7
1133,7,10,Brandin Cooks,20,Bench,QUESTIONABLE,14.383192795000001,4.6
1134,7,10,Mike Gesicki,20,Bench,ACTIVE,9.3978386625,18.0
1135,7,10,Deebo Samuel,23,Flex,ACTIVE,15.074826867900002,18.5
1136,7,10,J.D. McKissic,20,Bench,QUESTIONABLE,7.802710680499999,7.6000000000000005
1137,7,10,Baker Mayfield,20,Bench,QUESTIONABLE,0.0,0.0
1138,7,10,Jaylen Waddle,20,Bench,ACTIVE,11.523033484,11.8
1139,7,10,Panthers D/ST,16,Def,NA,5.4680095259999995,2.0
1140,7,10,Derek Carr,20,Bench,ACTIVE,18.918376727000002,20.02
1141,7,10,Matt Prater,17,K,ACTIVE,8.843287324999999,7.0
1142,7,10,Chuba Hubbard,2,RB,ACTIVE,15.315658154499998,7.600000000000001
1143,7,10,Matthew Stafford,0,QB,ACTIVE,22.687501893999997,28.16
1144,8,1,Travis Kelce,6,TE,ACTIVE,14.477546468999998,2.7
1145,8,1,Jonathan Taylor,2,RB,ACTIVE,15.85736746,19.7
1146,8,1,David Montgomery,21,IR,ACTIVE,0.0,0.0
1147,8,1,Clyde Edwards-Helaire,20,Bench,ACTIVE,0.0,0.0
1148,8,1,Julio Jones,20,Bench,ACTIVE,0.0,0.0
1149,8,1,Jalen Hurts,0,QB,QUESTIONABLE,23.897188913999997,11.22
1150,8,1,Michael Pittman Jr.,20,Bench,ACTIVE,11.334888428,25.6
1151,8,1,Elijah Mitchell,20,Bench,ACTIVE,13.1485784784,20.700000000000003
1152,8,1,Emmanuel Sanders,4,WR,ACTIVE,11.9985993335,0.0
1153,8,1,Devontae Booker,23,Flex,ACTIVE,12.197077689,15.0
1154,8,1,Tim Patrick,20,Bench,ACTIVE,7.118051952,7.9
1155,8,1,Nick Folk,17,K,ACTIVE,7.927805685000001,15.0
1156,8,1,Damien Harris,2,RB,ACTIVE,12.6402605585,14.0
1157,8,1,T.Y. Hilton,20,Bench,ACTIVE,8.3895552635,2.6
1158,8,1,Tyreek Hill,4,WR,ACTIVE,17.4004150097,21.4
1159,8,1,Hunter Renfrow,20,Bench,ACTIVE,0.0,
1160,8,1,Bengals D/ST,16,Def,NA,7.414531001999999,1.0
1161,8,2,Christian McCaffrey,20,Bench,QUESTIONABLE,0.0,0.0
1162,8,2,George Kittle,21,IR,ACTIVE,0.0,0.0
1163,8,2,Adam Thielen,4,WR,QUESTIONABLE,13.3241777596,16.8
1164,8,2,Lamar Jackson,20,Bench,ACTIVE,0.0,
1165,8,2,Mike Davis,20,Bench,QUESTIONABLE,7.7556420595,9.100000000000001
1166,8,2,Ja'Marr Chase,4,WR,ACTIVE,14.814540712500001,11.600000000000001
1167,8,2,Leonard Fournette,2,RB,ACTIVE,13.524386524,5.8
1168,8,2,DeVonta Smith,20,Bench,ACTIVE,10.9001374,2.0
1169,8,2,Tom Brady,0,QB,ACTIVE,21.612865377100004,26.2
1170,8,2,Mike Williams,23,Flex,ACTIVE,13.902846659,2.9000000000000004
1171,8,2,Harrison Butker,17,K,ACTIVE,7.489579953999999,8.0
1172,8,2,Jamaal Williams,20,Bench,ACTIVE,0.0,0.0
1173,8,2,Austin Hooper,20,Bench,ACTIVE,4.224134131,4.6
1174,8,2,Nick Chubb,2,RB,ACTIVE,16.726012972499998,7.4
1175,8,2,Nyheim Hines,20,Bench,ACTIVE,6.999824564500001,4.4
1176,8,2,Ricky Seals-Jones,6,TE,QUESTIONABLE,7.3378120715,2.2
1177,8,2,Cardinals D/ST,16,Def,NA,6.133608426,1.0
1178,8,3,Patrick Mahomes,20,Bench,ACTIVE,24.383210641,14.0
1179,8,3,Najee Harris,2,RB,ACTIVE,18.9508927255,19.5
1180,8,3,Randall Cobb,4,WR,ACTIVE,10.128384115400001,15.0
1181,8,3,D'Andre Swift,23,Flex,ACTIVE,17.9843412715,5.6000000000000005
1182,8,3,Kyle Pitts,6,TE,ACTIVE,11.690172180000001,2.3
1183,8,3,Buccaneers D/ST,16,Def,NA,6.23640798,-1.0
1184,8,3,Robby Anderson,4,WR,ACTIVE,10.2487559432,0.0
1185,8,3,Ryan Tannehill,0,QB,ACTIVE,17.972163023,21.2
1186,8,3,Justin Tucker,20,Bench,ACTIVE,0.0,
1187,8,3,Marquise Brown,20,Bench,ACTIVE,0.0,
1188,8,3,Devin Singletary,20,Bench,ACTIVE,8.259782201000002,3.4000000000000004
1189,8,3,Jakobi Meyers,20,Bench,ACTIVE,10.531058003799998,7.6
1190,8,3,Kenneth Gainwell,2,RB,ACTIVE,10.802215292499998,2.7
1191,8,3,Corey Davis,20,Bench,QUESTIONABLE,0.0,0.0
1192,8,3,Robert Tonyan,20,Bench,QUESTIONABLE,8.269892263499997,6.4
1193,8,3,Greg Joseph,17,K,ACTIVE,8.7862316855,12.0
1194,8,4,Dalvin Cook,2,RB,ACTIVE,18.920357248,7.800000000000001
1195,8,4,DK Metcalf,4,WR,QUESTIONABLE,12.753259269499999,19.3
1196,8,4,Joe Mixon,2,RB,ACTIVE,14.209245858500003,23.1
1197,8,4,Mike Evans,4,WR,ACTIVE,12.652176957,11.8
1198,8,4,Robert Woods,23,Flex,QUESTIONABLE,10.789940517400002,19.2
1199,8,4,Chase Edmonds,20,Bench,ACTIVE,12.4694373695,14.4
1200,8,4,Aaron Rodgers,0,QB,ACTIVE,18.2952585513,15.66
1201,8,4,Chase Claypool,20,Bench,ACTIVE,11.0280723308,8.1
1202,8,4,Laviska Shenault Jr.,20,Bench,ACTIVE,8.129017912600002,3.1
1203,8,4,Steelers D/ST,20,Bench,NA,5.16329947,9.0
1204,8,4,Jarvis Landry,21,IR,ACTIVE,9.58677258636,7.5
1205,8,4,Dallas Goedert,6,TE,ACTIVE,8.439101882499997,10.2
1206,8,4,Jason Myers,20,Bench,ACTIVE,7.677200426000001,7.0
1207,8,4,Zack Moss,20,Bench,ACTIVE,11.6226430435,8.8
1208,8,4,Matt Gay,17,K,ACTIVE,7.810776356,8.0
1209,8,4,Zach Ertz,20,Bench,ACTIVE,6.717054376999999,6.2
1210,8,4,49ers D/ST,16,Def,NA,7.379337283000001,6.0
1211,8,5,Alvin Kamara,2,RB,ACTIVE,18.564337723,15.100000000000001
1212,8,5,DeAndre Hopkins,4,WR,QUESTIONABLE,12.822186105,7.6000000000000005
1213,8,5,CeeDee Lamb,4,WR,ACTIVE,10.601646746699998,15.200000000000001
1214,8,5,Chris Carson,21,IR,QUESTIONABLE,0.0,0.0
1215,8,5,Josh Jacobs,20,Bench,ACTIVE,0.0,
1216,8,5,Tyler Lockett,20,Bench,ACTIVE,10.571042689999999,21.200000000000003
1217,8,5,Justin Herbert,20,Bench,ACTIVE,21.306469549999996,13.82
1218,8,5,Tyler Higbee,6,TE,QUESTIONABLE,8.258671263,4.0
1219,8,5,Odell Beckham Jr.,20,Bench,DOUBTFUL,9.455676977760001,1.1
1220,8,5,James Conner,23,Flex,ACTIVE,9.780231265800001,14.2
1221,8,5,Joe Burrow,0,QB,QUESTIONABLE,19.244137087,20.259999999999998
1222,8,5,David Johnson,2,RB,ACTIVE,8.688395362500001,0.8
1223,8,5,Rob Gronkowski,20,Bench,ACTIVE,9.4045921725,0.0
1224,8,5,Brandon McManus,17,K,ACTIVE,8.2100084245,4.5
1225,8,5,Packers D/ST,16,Def,NA,3.9881627249999996,8.0
1226,8,5,Sterling Shepard,20,Bench,QUESTIONABLE,11.7426161247,4.5
1227,8,5,Henry Ruggs III,20,Bench,ACTIVE,0.0,
1228,8,6,Derrick Henry,2,RB,ACTIVE,22.51001439,6.800000000000001
1229,8,6,Stefon Diggs,4,WR,ACTIVE,15.628545385499999,12.5
1230,8,6,Kyler Murray,0,QB,ACTIVE,22.005394349000003,9.06
1231,8,6,T.J. Hockenson,6,TE,QUESTIONABLE,9.272162897000001,13.9
1232,8,6,Kenyan Drake,20,Bench,QUESTIONABLE,0.0,
1233,8,6,Michael Carter,20,Bench,ACTIVE,11.165738728000001,27.7
1234,8,6,Colts D/ST,16,Def,NA,4.562407822,6.0
1235,8,6,Jason Sanders,17,K,ACTIVE,5.952605585,2.0
1236,8,6,Dawson Knox,20,Bench,ACTIVE,0.0,0.0
1237,8,6,Cordarrelle Patterson,2,RB,ACTIVE,14.550550383500001,15.7
1238,8,6,Allen Robinson II,20,Bench,ACTIVE,7.8817530825,3.6
1239,8,6,Khalil Herbert,23,Flex,ACTIVE,13.420952430999998,7.799999999999999
1240,8,6,Antonio Brown,20,Bench,QUESTIONABLE,0.0,0.0
1241,8,6,Justin Jefferson,4,WR,ACTIVE,14.83121936,3.1
1242,8,6,Cole Beasley,20,Bench,ACTIVE,9.960930682,17.0
1243,8,7,Ezekiel Elliott,2,RB,QUESTIONABLE,12.549672665000001,9.3
1244,8,7,Antonio Gibson,20,Bench,ACTIVE,11.793962487500002,6.9
1245,8,7,Darren Waller,20,Bench,ACTIVE,0.0,
1246,8,7,Amari Cooper,20,Bench,ACTIVE,9.9733869975,23.200000000000003
1247,8,7,Dak Prescott,20,Bench,ACTIVE,0.0,0.0
1248,8,7,Darrell Henderson Jr.,2,RB,ACTIVE,17.536887515000004,21.8
1249,8,7,Michael Thomas,21,IR,QUESTIONABLE,0.0,0.0
1250,8,7,Courtland Sutton,4,WR,ACTIVE,13.154842326,5.0
1251,8,7,Damien Williams,20,Bench,ACTIVE,7.348891967999999,-0.30000000000000004
1252,8,7,A.J. Brown,4,WR,ACTIVE,13.537651888800003,27.5
1253,8,7,Kadarius Toney,20,Bench,QUESTIONABLE,11.838403304500002,5.359999999999999
1254,8,7,Darrel Williams,23,Flex,ACTIVE,13.720575388500004,14.0
1255,8,7,D'Ernest Johnson,20,Bench,ACTIVE,7.392819387,9.399999999999999
1256,8,7,Bills D/ST,16,Def,NA,7.6211535459999995,13.0
1257,8,7,Greg Zuerlein,17,K,ACTIVE,6.366046647500001,6.0
1258,8,7,C.J. Uzomah,6,TE,QUESTIONABLE,5.5840431755,5.300000000000001
1259,8,7,Daniel Jones,0,QB,QUESTIONABLE,20.418456704999997,16.08
1260,8,8,Saquon Barkley,20,Bench,ACTIVE,0.0,0.0
1261,8,8,Terry McLaurin,4,WR,ACTIVE,12.990564376500002,5.0
1262,8,8,James Robinson,2,RB,QUESTIONABLE,15.764645742999999,4.4
1263,8,8,Tee Higgins,20,Bench,ACTIVE,11.7292168285,11.700000000000001
1264,8,8,Diontae Johnson,23,Flex,ACTIVE,13.131043046399999,12.8
1265,8,8,Russell Wilson,21,IR,ACTIVE,0.0,0.0
1266,8,8,Rams D/ST,16,Def,NA,7.869306261,7.0
1267,8,8,Melvin Gordon III,2,RB,ACTIVE,10.415675668000002,17.7
1268,8,8,Tyler Bass,17,K,ACTIVE,8.130499714,10.0
1269,8,8,Alexander Mattison,20,Bench,ACTIVE,3.1561522755,1.0
1270,8,8,Dalton Schultz,6,TE,ACTIVE,6.8498503215,2.1
1271,8,8,Jerry Jeudy,20,Bench,ACTIVE,11.121811288,5.9
1272,8,8,Calvin Ridley,4,WR,OUT,0.0,0.0
1273,8,8,Tua Tagovailoa,20,Bench,ACTIVE,14.46174779,15.2
1274,8,8,Hunter Henry,20,Bench,ACTIVE,6.321607813999998,3.8000000000000003
1275,8,8,Devonta Freeman,20,Bench,ACTIVE,0.0,
1276,8,8,Kirk Cousins,0,QB,ACTIVE,18.6911456937,13.16
1277,8,9,Aaron Jones,2,RB,ACTIVE,13.696100112,20.5
1278,8,9,Austin Ekeler,2,RB,ACTIVE,15.863578326,21.4
1279,8,9,Keenan Allen,4,WR,ACTIVE,12.420183646000002,16.7
1280,8,9,Josh Allen,0,QB,ACTIVE,27.115118502,29.46
1281,8,9,Chris Godwin,23,Flex,QUESTIONABLE,14.3051200608,25.0
1282,8,9,DJ Moore,4,WR,ACTIVE,14.878097395199998,7.9
1283,8,9,Javonte Williams,20,Bench,ACTIVE,9.545568230500002,5.8
1284,8,9,Noah Fant,6,TE,ACTIVE,9.223619984499999,1.8
1285,8,9,AJ Dillon,20,Bench,QUESTIONABLE,6.478927733,7.800000000000001
1286,8,9,Marvin Jones Jr.,20,Bench,ACTIVE,10.441383193500002,6.0
1287,8,9,Cowboys D/ST,16,Def,NA,3.53893182,4.0
1288,8,9,Kareem Hunt,20,Bench,QUESTIONABLE,0.0,0.0
1289,8,9,Matt Ryan,20,Bench,ACTIVE,16.947001917599998,6.140000000000001
1290,8,9,Mason Crosby,17,K,ACTIVE,7.893901503499999,6.0
1291,8,9,Browns D/ST,20,Bench,NA,5.749245953,2.0
1292,8,9,Jared Cook,20,Bench,ACTIVE,7.332971831,3.5
1293,8,10,Davante Adams,20,Bench,ACTIVE,0.0,0.0
1294,8,10,Mark Andrews,20,Bench,ACTIVE,0.0,
1295,8,10,Miles Sanders,20,Bench,ACTIVE,0.0,0.0
1296,8,10,Cooper Kupp,4,WR,ACTIVE,20.501755295200002,22.0
1297,8,10,Myles Gaskin,20,Bench,ACTIVE,8.5155110415,7.0
1298,8,10,Brandin Cooks,4,WR,QUESTIONABLE,12.3822817785,17.3
1299,8,10,Mike Gesicki,6,TE,ACTIVE,8.71795518,8.3
1300,8,10,Deebo Samuel,23,Flex,ACTIVE,15.920934930399998,21.1
1301,8,10,J.D. McKissic,2,RB,QUESTIONABLE,7.6796355505,13.3
1302,8,10,Jaylen Waddle,20,Bench,ACTIVE,10.084681987800002,4.9
1303,8,10,Panthers D/ST,16,Def,NA,5.169386085999999,12.0
1304,8,10,Derek Carr,20,Bench,ACTIVE,0.0,
1305,8,10,Matt Prater,17,K,ACTIVE,8.2931027315,3.0
1306,8,10,Chuba Hubbard,2,RB,ACTIVE,14.1505853735,13.600000000000001
1307,8,10,Matthew Stafford,0,QB,ACTIVE,22.130295939499998,25.200000000000003
1308,8,10,Rashaad Penny,20,Bench,ACTIVE,6.2871553350000005,0.7000000000000001
1309,9,1,Travis Kelce,6,TE,ACTIVE,13.302652280499998,15.3
1310,9,1,Jonathan Taylor,2,RB,ACTIVE,18.179790740500003,34.0
1311,9,1,David Montgomery,21,IR,ACTIVE,7.868992696500001,9.0
1312,9,1,Clyde Edwards-Helaire,20,Bench,ACTIVE,0.0,0.0
1313,9,1,Julio Jones,20,Bench,ACTIVE,9.829756158,5.5
1314,9,1,Jalen Hurts,0,QB,QUESTIONABLE,21.897204247,16.68
1315,9,1,Michael Pittman Jr.,4,WR,ACTIVE,12.5695152329,14.9
1316,9,1,Elijah Mitchell,23,Flex,ACTIVE,11.649584765199998,10.399999999999999
1317,9,1,Emmanuel Sanders,20,Bench,ACTIVE,10.633912445000002,8.5
1318,9,1,Devontae Booker,2,RB,ACTIVE,13.544926671500003,13.700000000000001
1319,9,1,Tim Patrick,20,Bench,ACTIVE,7.395840303999999,16.5
1320,9,1,Nick Folk,17,K,ACTIVE,8.401830555,4.5
1321,9,1,Damien Harris,20,Bench,ACTIVE,12.040024511099999,9.8
1322,9,1,T.Y. Hilton,20,Bench,ACTIVE,0.0,0.0
1323,9,1,Tyreek Hill,4,WR,ACTIVE,17.2644821319,5.300000000000001
1324,9,1,Hunter Renfrow,20,Bench,ACTIVE,10.293005951999998,14.4
1325,9,1,Patriots D/ST,16,Def,NA,6.114928516000001,19.0
1326,9,2,Christian McCaffrey,20,Bench,QUESTIONABLE,17.270076440500002,12.600000000000001
1327,9,2,George Kittle,21,IR,ACTIVE,7.1627148375,18.1
1328,9,2,Adam Thielen,4,WR,QUESTIONABLE,13.9069442645,7.6
1329,9,2,Lamar Jackson,0,QB,ACTIVE,24.459647867999998,31.64
1330,9,2,Mike Davis,20,Bench,QUESTIONABLE,9.071438748000002,2.3
1331,9,2,Ja'Marr Chase,4,WR,ACTIVE,14.864591694800001,5.9
1332,9,2,Leonard Fournette,20,Bench,ACTIVE,0.0,
1333,9,2,DeVonta Smith,20,Bench,ACTIVE,9.2744935015,21.1
1334,9,2,Tom Brady,20,Bench,ACTIVE,0.0,
1335,9,2,Mike Williams,23,Flex,ACTIVE,13.114871763,6.800000000000001
1336,9,2,Harrison Butker,17,K,ACTIVE,7.0816270900000005,9.0
1337,9,2,Jamaal Williams,20,Bench,ACTIVE,0.0,
1338,9,2,Austin Hooper,20,Bench,ACTIVE,5.287548232000001,2.4000000000000004
1339,9,2,Nick Chubb,2,RB,ACTIVE,15.498886023,30.300000000000004
1340,9,2,Nyheim Hines,2,RB,ACTIVE,7.956575352500002,18.8
1341,9,2,Cardinals D/ST,16,Def,NA,5.879516307,12.0
1342,9,2,C.J. Uzomah,6,TE,QUESTIONABLE,5.6991676345,4.4
1343,9,3,Patrick Mahomes,20,Bench,ACTIVE,22.479742085,10.440000000000001
1344,9,3,Najee Harris,2,RB,ACTIVE,20.234191947000003,15.299999999999999
1345,9,3,Randall Cobb,4,WR,ACTIVE,3.583988993,6.5
1346,9,3,D'Andre Swift,23,Flex,ACTIVE,0.0,
1347,9,3,Kyle Pitts,6,TE,ACTIVE,11.754160609499998,7.7
1348,9,3,Buccaneers D/ST,16,Def,NA,,
1349,9,3,Robby Anderson,4,WR,ACTIVE,7.5850142845,0.7
1350,9,3,Ryan Tannehill,0,QB,ACTIVE,18.642884816000002,14.02
1351,9,3,Justin Tucker,20,Bench,ACTIVE,8.3096367615,10.0
1352,9,3,Marquise Brown,20,Bench,ACTIVE,12.90658034,17.1
1353,9,3,Devin Singletary,20,Bench,ACTIVE,8.007300264499998,9.399999999999999
1354,9,3,Jakobi Meyers,20,Bench,ACTIVE,9.61675625774,1.3
1355,9,3,Kenneth Gainwell,2,RB,ACTIVE,6.493725735,6.3
1356,9,3,Corey Davis,20,Bench,QUESTIONABLE,0.0,0.0
1357,9,3,Robert Tonyan,20,Bench,QUESTIONABLE,0.0,0.0
1358,9,3,Greg Joseph,17,K,ACTIVE,8.847486593,7.0
1359,9,4,Dalvin Cook,2,RB,ACTIVE,16.724460873500004,14.7
1360,9,4,DK Metcalf,20,Bench,QUESTIONABLE,0.0,
1361,9,4,Joe Mixon,2,RB,ACTIVE,14.647630768,25.5
1362,9,4,Mike Evans,20,Bench,ACTIVE,0.0,
1363,9,4,Robert Woods,4,WR,QUESTIONABLE,11.833255244000002,13.9
1364,9,4,Chase Edmonds,23,Flex,ACTIVE,12.080526676,0.30000000000000004
1365,9,4,Aaron Rodgers,21,IR,ACTIVE,0.0,0.0
1366,9,4,Chase Claypool,4,WR,ACTIVE,10.1059064473,5.8
1367,9,4,Laviska Shenault Jr.,20,Bench,ACTIVE,7.006429196600001,4.0
1368,9,4,Steelers D/ST,16,Def,NA,7.584844491999999,4.0
1369,9,4,Jarvis Landry,20,Bench,ACTIVE,11.193642423939998,2.6
1370,9,4,Dallas Goedert,6,TE,ACTIVE,8.055887917499998,5.8
1371,9,4,Jason Myers,20,Bench,ACTIVE,0.0,
1372,9,4,Zack Moss,20,Bench,ACTIVE,11.849334018000002,3.4000000000000004
1373,9,4,Matt Gay,17,K,ACTIVE,8.1643166205,12.0
1374,9,4,Zach Ertz,20,Bench,ACTIVE,6.767406923999999,4.2
1375,9,4,Carson Wentz,0,QB,ACTIVE,18.655541923,24.18
1376,9,5,Alvin Kamara,2,RB,ACTIVE,17.191220731500003,18.4
1377,9,5,DeAndre Hopkins,20,Bench,QUESTIONABLE,0.0,0.0
1378,9,5,CeeDee Lamb,4,WR,ACTIVE,13.552625094800002,3.3000000000000003
1379,9,5,Chris Carson,21,IR,QUESTIONABLE,0.0,
1380,9,5,Josh Jacobs,2,RB,ACTIVE,14.817822359500001,11.500000000000002
1381,9,5,Tyler Lockett,20,Bench,ACTIVE,0.0,
1382,9,5,Justin Herbert,20,Bench,ACTIVE,21.175729289000003,32.64
1383,9,5,Tyler Higbee,6,TE,QUESTIONABLE,7.7039994919999994,7.6000000000000005
1384,9,5,Odell Beckham Jr.,20,Bench,DOUBTFUL,0.0,
1385,9,5,James Conner,23,Flex,ACTIVE,9.2193990739,37.800000000000004
1386,9,5,Joe Burrow,0,QB,QUESTIONABLE,19.4669411929,7.379999999999999
1387,9,5,David Johnson,20,Bench,ACTIVE,6.930928869999999,5.5
1388,9,5,Rob Gronkowski,20,Bench,ACTIVE,0.0,
1389,9,5,Brandon McManus,17,K,ACTIVE,7.192326222,11.5
1390,9,5,Sterling Shepard,20,Bench,QUESTIONABLE,0.0,0.0
1391,9,5,Bryan Edwards,4,WR,ACTIVE,8.962252017500001,0.0
1392,9,5,Saints D/ST,16,Def,NA,6.204342206,1.0
1393,9,6,Stefon Diggs,4,WR,ACTIVE,14.423166436499999,11.5
1394,9,6,Kyler Murray,20,Bench,ACTIVE,0.0,0.0
1395,9,6,T.J. Hockenson,20,Bench,QUESTIONABLE,0.0,
1396,9,6,Kenyan Drake,20,Bench,QUESTIONABLE,5.680891087,13.0
1397,9,6,Michael Carter,2,RB,ACTIVE,13.452340523500002,9.100000000000001
1398,9,6,Colts D/ST,16,Def,NA,5.88746642,0.0
1399,9,6,Jason Sanders,17,K,ACTIVE,6.2077352525,6.0
1400,9,6,Cordarrelle Patterson,2,RB,ACTIVE,13.262410225500002,17.6
1401,9,6,Allen Robinson II,20,Bench,ACTIVE,7.6130949135,8.8
1402,9,6,Khalil Herbert,20,Bench,ACTIVE,10.0605206915,1.3
1403,9,6,Antonio Brown,20,Bench,QUESTIONABLE,0.0,
1404,9,6,Justin Jefferson,4,WR,ACTIVE,14.8674733185,15.5
1405,9,6,Cole Beasley,23,Flex,ACTIVE,10.559621195,7.300000000000001
1406,9,6,Adrian Peterson,20,Bench,QUESTIONABLE,8.334557483399998,9.1
1407,9,6,Tyler Conklin,6,TE,ACTIVE,7.1794843345,7.0
1408,9,6,Jacoby Brissett,0,QB,ACTIVE,18.417044103,8.46
1409,9,7,Ezekiel Elliott,2,RB,QUESTIONABLE,16.604461355500003,11.100000000000001
1410,9,7,Antonio Gibson,20,Bench,ACTIVE,0.0,
1411,9,7,Darren Waller,6,TE,ACTIVE,12.145514314500002,12.700000000000001
1412,9,7,Amari Cooper,23,Flex,ACTIVE,13.370156565000002,4.7
1413,9,7,Dak Prescott,0,QB,ACTIVE,21.301715139000006,18.88
1414,9,7,Darrell Henderson Jr.,2,RB,ACTIVE,16.365977494000003,7.3
1415,9,7,Courtland Sutton,4,WR,ACTIVE,11.389933589999998,3.4
