,Week,Team,Player,Slot,Pos,Status,Proj,Actual
350,3,2,Mike Williams,4,WR,ACTIVE,12.376900451,30.700000000000003
351,3,2,Harrison Butker,17,K,ACTIVE,8.7620346225,6.0
352,3,2,Jamaal Williams,20,Bench,ACTIVE,8.259690763000004,13.7
353,3,2,Bills D/ST,16,Def,NA,7.274425031,9.0
354,3,2,Austin Hooper,20,Bench,ACTIVE,5.673964493500001,8.9
355,3,3,Patrick Mahomes,0,QB,ACTIVE,23.679019706000002,22.9
356,3,3,Najee Harris,2,RB,ACTIVE,16.0852805205,22.200000000000003
357,3,3,Justin Jefferson,4,WR,ACTIVE,13.3677060845,23.3
358,3,3,Randall Cobb,20,Bench,ACTIVE,4.2971078062000005,0.0
359,3,3,D'Andre Swift,2,RB,ACTIVE,12.570571248,20.2
360,3,3,Kyle Pitts,20,Bench,ACTIVE,8.560298321,4.5
361,3,3,Buccaneers D/ST,16,Def,NA,4.842773451,-3.0
362,3,3,Robby Anderson,4,WR,ACTIVE,10.444936986500002,1.3
363,3,3,Sony Michel,20,Bench,ACTIVE,12.9530553345,9.399999999999999
364,3,3,Ryan Tannehill,20,Bench,ACTIVE,17.124981728000005,21.48
365,3,3,Justin Tucker,17,K,ACTIVE,7.638299117500001,16.0
366,3,3,Marquise Brown,23,Flex,ACTIVE,12.552216614099999,6.800000000000001
367,3,3,Devin Singletary,20,Bench,ACTIVE,10.064715160499999,3.1
368,3,3,Jakobi Meyers,20,Bench,ACTIVE,9.45818839712,13.9
369,3,3,Marquez Valdes-Scantling,20,Bench,QUESTIONABLE,7.254450374999999,13.4
370,3,3,Jared Cook,6,TE,ACTIVE,8.010277223000001,3.7
371,3,4,Dalvin Cook,20,Bench,ACTIVE,0.0,0.0
372,3,4,DK Metcalf,4,WR,QUESTIONABLE,15.143477589,20.700000000000003
373,3,4,Joe Mixon,2,RB,ACTIVE,15.6710254705,9.9
374,3,4,Mike Evans,23,Flex,ACTIVE,12.601255516,15.600000000000001
375,3,4,Robert Woods,4,WR,QUESTIONABLE,12.951449366700002,5.300000000000001
376,3,4,Chase Edmonds,2,RB,ACTIVE,12.784320752,11.0
377,3,4,Aaron Rodgers,0,QB,ACTIVE,19.375130542,18.54
378,3,4,Chase Claypool,20,Bench,ACTIVE,12.250582743799999,14.100000000000001
379,3,4,Laviska Shenault Jr.,20,Bench,ACTIVE,9.033323506100002,6.800000000000001
380,3,4,DJ Chark Jr.,20,Bench,QUESTIONABLE,10.462417446500002,12.4
381,3,4,Steelers D/ST,20,Bench,NA,7.167899431,4.0
382,3,4,Jarvis Landry,21,IR,ACTIVE,0.0,0.0
383,3,4,Dallas Goedert,6,TE,ACTIVE,6.84227801,7.6000000000000005
384,3,4,Jason Myers,17,K,ACTIVE,7.275375267499999,5.0
385,3,4,Robert Tonyan,20,Bench,QUESTIONABLE,7.3595501355,1.1
386,3,4,Broncos D/ST,16,Def,NA,7.869636645000001,17.0
387,3,5,Alvin Kamara,2,RB,ACTIVE,16.930653891499997,19.299999999999997
388,3,5,DeAndre Hopkins,20,Bench,QUESTIONABLE,14.224341794499999,3.6
389,3,5,CeeDee Lamb,4,WR,ACTIVE,14.292055827299999,8.0
390,3,5,Chris Carson,2,RB,QUESTIONABLE,15.675921315000002,15.2
391,3,5,Josh Jacobs,20,Bench,ACTIVE,0.0,0.0
392,3,5,Tyler Lockett,4,WR,ACTIVE,15.127033487200002,5.1
393,3,5,Justin Herbert,0,QB,ACTIVE,20.837326194000003,30.840000000000003
394,3,5,Tyler Higbee,20,Bench,QUESTIONABLE,9.236115887000002,12.5
395,3,5,Odell Beckham Jr.,23,Flex,DOUBTFUL,10.5157061968,11.2
396,3,5,James Conner,20,Bench,ACTIVE,8.395627058599997,17.8
397,3,5,Joe Burrow,20,Bench,QUESTIONABLE,15.351628072,17.58
398,3,5,Cole Beasley,20,Bench,ACTIVE,8.439502689,15.3
399,3,5,David Johnson,20,Bench,ACTIVE,6.185005865499999,1.1
400,3,5,Rob Gronkowski,6,TE,ACTIVE,10.199076463,7.5
401,3,5,Brandon McManus,17,K,ACTIVE,7.9914299875,16.0
402,3,5,Cardinals D/ST,16,Def,NA,7.225892641,16.0
403,3,6,Derrick Henry,2,RB,ACTIVE,19.8531563465,18.9
404,3,6,Stefon Diggs,4,WR,ACTIVE,14.6640899197,9.2
405,3,6,A.J. Brown,4,WR,ACTIVE,12.9367142285,0.30000000000000004
406,3,6,Kyler Murray,0,QB,ACTIVE,25.287696289,19.54
407,3,6,Gus Edwards,21,IR,QUESTIONABLE,0.0,0.0
408,3,6,Kareem Hunt,20,Bench,QUESTIONABLE,10.001645876500001,24.5
409,3,6,T.J. Hockenson,6,TE,QUESTIONABLE,11.454925632000002,2.0
410,3,6,Kenyan Drake,2,RB,QUESTIONABLE,12.533469309000001,7.200000000000001
411,3,6,JuJu Smith-Schuster,23,Flex,ACTIVE,11.6677599708,4.0
412,3,6,Michael Carter,20,Bench,ACTIVE,7.677696072999998,3.9000000000000004
413,3,6,Tyler Boyd,20,Bench,ACTIVE,10.856347925000001,11.6
414,3,6,Tua Tagovailoa,20,Bench,ACTIVE,0.0,0.0
415,3,6,Terrace Marshall Jr.,20,Bench,QUESTIONABLE,6.058159238,6.800000000000001
416,3,6,Phillip Lindsay,20,Bench,ACTIVE,4.3705100212,0.5
417,3,6,Colts D/ST,16,Def,NA,4.842510539000001,6.0
418,3,6,Jason Sanders,17,K,ACTIVE,7.105038158,9.0
419,3,6,James White,20,Bench,QUESTIONABLE,9.016209798500002,0.6000000000000001
420,3,7,Ezekiel Elliott,2,RB,QUESTIONABLE,14.444489329000001,25.1
421,3,7,Antonio Gibson,2,RB,ACTIVE,13.248767335000002,16.9
422,3,7,Darren Waller,6,TE,ACTIVE,13.9029884515,7.9
423,3,7,Allen Robinson II,4,WR,ACTIVE,12.354939936,3.7
424,3,7,Amari Cooper,4,WR,ACTIVE,14.027811813100001,4.1
425,3,7,Dak Prescott,0,QB,ACTIVE,19.864102973000005,20.119999999999997
426,3,7,Darrell Henderson Jr.,20,Bench,ACTIVE,0.0,0.0
427,3,7,Damien Harris,23,Flex,ACTIVE,12.125861879500002,2.1000000000000005
428,3,7,Michael Thomas,21,IR,QUESTIONABLE,0.0,0.0
429,3,7,Courtland Sutton,20,Bench,ACTIVE,12.4711256733,6.2
430,3,7,Tony Pollard,20,Bench,ACTIVE,7.9069455635,7.0
431,3,7,William Fuller V,20,Bench,QUESTIONABLE,9.149564392999999,5.5
432,3,7,Patriots D/ST,16,Def,NA,6.693231311000001,5.0
433,3,7,Sterling Shepard,20,Bench,QUESTIONABLE,11.3343460901,2.6
434,3,7,Rondale Moore,20,Bench,ACTIVE,10.585302502000001,1.4000000000000001
435,3,7,Daniel Carlson,17,K,ACTIVE,8.559444784499998,13.0
436,3,7,Cordarrelle Patterson,20,Bench,ACTIVE,9.414016483500001,13.200000000000001
437,3,8,Saquon Barkley,2,RB,ACTIVE,15.801050277999998,18.400000000000002
438,3,8,Nick Chubb,2,RB,ACTIVE,16.141094892999998,8.4
439,3,8,Terry McLaurin,4,WR,ACTIVE,12.7067912786,8.2
440,3,8,James Robinson,23,Flex,QUESTIONABLE,11.846883510000003,22.400000000000002
441,3,8,Tee Higgins,20,Bench,ACTIVE,0.0,0.0
442,3,8,Diontae Johnson,20,Bench,ACTIVE,0.0,0.0
443,3,8,Russell Wilson,0,QB,ACTIVE,21.882901466000007,16.62
444,3,8,Logan Thomas,6,TE,QUESTIONABLE,8.004810485899998,10.2
445,3,8,Corey Davis,4,WR,QUESTIONABLE,9.635953322499999,6.6000000000000005
446,3,8,Rams D/ST,16,Def,NA,4.334057759,0.0
447,3,8,Melvin Gordon III,20,Bench,ACTIVE,10.044402416000002,14.6
448,3,8,Nyheim Hines,20,Bench,ACTIVE,8.434848783000001,16.4
449,3,8,DeVante Parker,20,Bench,ACTIVE,9.563516555,6.2
450,3,8,Tyler Bass,17,K,ACTIVE,7.8587387395,14.0
451,3,8,Alexander Mattison,20,Bench,ACTIVE,15.742955153,21.1
452,3,8,Jameis Winston,20,Bench,QUESTIONABLE,14.375562173999997,13.52
453,3,9,Aaron Jones,2,RB,ACTIVE,15.578792360000001,16.6
454,3,9,Austin Ekeler,2,RB,ACTIVE,15.377003272500003,19.7
455,3,9,Keenan Allen,4,WR,ACTIVE,13.544574412900001,15.0
456,3,9,Josh Allen,0,QB,ACTIVE,22.073806619999996,38.22
457,3,9,Chris Godwin,23,Flex,QUESTIONABLE,12.126191728,16.6
458,3,9,DJ Moore,4,WR,ACTIVE,12.5453627715,17.5
459,3,9,Javonte Williams,20,Bench,ACTIVE,8.402248062200002,11.700000000000001
460,3,9,Noah Fant,6,TE,ACTIVE,8.782795727500002,2.5
461,3,9,AJ Dillon,20,Bench,QUESTIONABLE,5.697312853500001,3.5999999999999996
462,3,9,Trey Sermon,20,Bench,ACTIVE,11.3341639865,10.4
463,3,9,49ers D/ST,16,Def,NA,5.393683484,-1.0
464,3,9,Antonio Brown,20,Bench,QUESTIONABLE,0.0,0.0
465,3,9,Marvin Jones Jr.,20,Bench,ACTIVE,12.254682101000002,9.2
466,3,9,Ronald Jones II,20,Bench,QUESTIONABLE,5.7426519498,1.1
467,3,9,Greg Zuerlein,17,K,ACTIVE,7.4454773035,5.0
468,3,9,Hunter Henry,20,Bench,ACTIVE,5.745203932,6.1
469,3,10,Davante Adams,4,WR,ACTIVE,16.579795726,26.200000000000003
470,3,10,Tyreek Hill,4,WR,ACTIVE,16.1078120754,7.200000000000001
471,3,10,Mark Andrews,6,TE,ACTIVE,9.931011833500003,14.4
472,3,10,Miles Sanders,2,RB,ACTIVE,12.763105972000004,7.0
473,3,10,Cooper Kupp,23,Flex,ACTIVE,15.409334286300002,26.1
474,3,10,Myles Gaskin,20,Bench,ACTIVE,9.5402043235,8.9
475,3,10,Raheem Mostert,21,IR,QUESTIONABLE,0.0,0.0
476,3,10,Brandin Cooks,20,Bench,QUESTIONABLE,11.6798895225,17.200000000000003
477,3,10,Mike Gesicki,20,Bench,ACTIVE,6.1009173085,13.6
478,3,10,Deebo Samuel,20,Bench,ACTIVE,12.751024021900001,7.7
479,3,10,J.D. McKissic,2,RB,QUESTIONABLE,7.486086221999999,4.800000000000001
480,3,10,Baker Mayfield,20,Bench,QUESTIONABLE,15.879709955999996,16.939999999999998
481,3,10,Jaylen Waddle,20,Bench,ACTIVE,9.1451330885,11.8
482,3,10,Robbie Gould,17,K,ACTIVE,7.555413273499999,4.0
483,3,10,Latavius Murray,20,Bench,ACTIVE,6.995632295000002,2.8000000000000003
484,3,10,Teddy Bridgewater,0,QB,QUESTIONABLE,18.389920737,11.8
485,3,10,Panthers D/ST,16,Def,NA,7.726717919,10.0
486,4,1,Travis Kelce,6,TE,ACTIVE,15.102925759500001,4.300000000000001
487,4,1,Jonathan Taylor,2,RB,ACTIVE,15.2409684245,19.900000000000002
488,4,1,David Montgomery,2,RB,ACTIVE,14.9862516935,23.6
489,4,1,Clyde Edwards-Helaire,20,Bench,ACTIVE,12.730677250000001,19.400000000000002
490,4,1,Julio Jones,20,Bench,ACTIVE,0.0,0.0
491,4,1,Brandon Aiyuk,20,Bench,ACTIVE,8.66827922,2.0
492,4,1,Kenny Golladay,20,Bench,ACTIVE,10.605326223499999,15.600000000000001
493,4,1,Jalen Hurts,0,QB,QUESTIONABLE,22.554069808000005,29.18
494,4,1,Matthew Stafford,20,Bench,ACTIVE,19.7556161729,19.3
495,4,1,Commanders D/ST,16,Def,NA,5.526069904,5.0
496,4,1,Michael Pittman Jr.,4,WR,ACTIVE,10.7648376868,8.9
497,4,1,Rodrigo Blankenship,17,K,QUESTIONABLE,7.2198467415000005,10.0
498,4,1,Elijah Mitchell,20,Bench,ACTIVE,0.0,0.0
499,4,1,Chuba Hubbard,23,Flex,ACTIVE,12.942343345500001,8.1
500,4,1,Emmanuel Sanders,20,Bench,ACTIVE,9.324243805999998,10.600000000000001
501,4,1,Tim Patrick,4,WR,ACTIVE,9.832898359000001,5.4
502,4,2,Christian McCaffrey,20,Bench,QUESTIONABLE,0.0,0.0
503,4,2,Calvin Ridley,4,WR,OUT,14.0140532338,11.5
504,4,2,George Kittle,6,TE,ACTIVE,11.785693871,6.0
505,4,2,Adam Thielen,20,Bench,QUESTIONABLE,12.8183986665,6.1000000000000005
506,4,2,Lamar Jackson,20,Bench,ACTIVE,19.337674111000002,20.44
507,4,2,Mike Davis,2,RB,QUESTIONABLE,12.0687164995,9.600000000000001
508,4,2,Jerry Jeudy,21,IR,ACTIVE,0.0,0.0
509,4,2,Ja'Marr Chase,23,Flex,ACTIVE,13.187220789100001,10.7
510,4,2,Leonard Fournette,2,RB,ACTIVE,12.3066475675,15.400000000000002
511,4,2,DeVonta Smith,20,Bench,ACTIVE,11.031722837000002,16.700000000000003
512,4,2,Tom Brady,0,QB,ACTIVE,20.422496687400006,11.06
513,4,2,Mike Williams,4,WR,ACTIVE,13.91804128,1.6
514,4,2,Harrison Butker,17,K,ACTIVE,7.82545524,6.0
515,4,2,Jamaal Williams,20,Bench,ACTIVE,9.3968215445,6.6000000000000005
516,4,2,Bills D/ST,16,Def,NA,7.652783973,21.0
517,4,2,Austin Hooper,20,Bench,ACTIVE,6.112138483,1.6
518,4,3,Patrick Mahomes,0,QB,ACTIVE,23.580309525000004,31.72
519,4,3,Najee Harris,2,RB,ACTIVE,15.167825776000003,18.1
520,4,3,Justin Jefferson,4,WR,ACTIVE,14.633858181999999,17.4
521,4,3,Randall Cobb,20,Bench,ACTIVE,7.948465766,21.4
522,4,3,D'Andre Swift,2,RB,ACTIVE,14.330029658499999,6.9
523,4,3,Kyle Pitts,20,Bench,ACTIVE,7.8120186275,7.0
524,4,3,Buccaneers D/ST,16,Def,NA,6.787596623000001,11.0
525,4,3,Robby Anderson,4,WR,ACTIVE,9.689894626,7.4
526,4,3,Sony Michel,20,Bench,ACTIVE,6.153186088000002,-0.8999999999999999
527,4,3,Ryan Tannehill,20,Bench,ACTIVE,16.292241405,18.82
528,4,3,Justin Tucker,17,K,ACTIVE,7.786611809,13.0
529,4,3,Marquise Brown,23,Flex,ACTIVE,10.8769071085,17.1
530,4,3,Devin Singletary,20,Bench,ACTIVE,9.376475443500002,9.1
531,4,3,Jakobi Meyers,20,Bench,ACTIVE,11.453237352,12.8
532,4,3,Marquez Valdes-Scantling,20,Bench,QUESTIONABLE,0.0,0.0
533,4,3,Jared Cook,6,TE,ACTIVE,7.4452620519999995,16.0
534,4,4,Dalvin Cook,2,RB,ACTIVE,19.4747440095,5.4
535,4,4,DK Metcalf,4,WR,QUESTIONABLE,16.208938619500003,14.5
536,4,4,Joe Mixon,2,RB,ACTIVE,18.857474246500004,13.2
537,4,4,Mike Evans,4,WR,ACTIVE,12.427719712,11.0
538,4,4,Robert Woods,23,Flex,QUESTIONABLE,11.485254467999999,12.8
539,4,4,Chase Edmonds,20,Bench,ACTIVE,12.097702808000003,16.9
540,4,4,Aaron Rodgers,0,QB,ACTIVE,19.371246751999998,24.119999999999997
541,4,4,Chase Claypool,20,Bench,ACTIVE,0.0,0.0
542,4,4,Laviska Shenault Jr.,20,Bench,ACTIVE,8.581075409800002,14.0
543,4,4,DJ Chark Jr.,20,Bench,QUESTIONABLE,9.880704439500002,0.0
544,4,4,Steelers D/ST,20,Bench,NA,4.700261213000001,4.0
545,4,4,Jarvis Landry,21,IR,ACTIVE,0.0,0.0
546,4,4,Dallas Goedert,6,TE,ACTIVE,7.076088072,14.100000000000001
547,4,4,Jason Myers,17,K,ACTIVE,7.1667334785,4.0
548,4,4,Robert Tonyan,20,Bench,QUESTIONABLE,6.635318603499999,1.8
549,4,4,Broncos D/ST,16,Def,NA,6.412890866000001,0.0
550,4,4,Zack Moss,20,Bench,ACTIVE,9.649722929,12.100000000000001
551,4,5,Alvin Kamara,2,RB,ACTIVE,19.552995419000002,13.0
552,4,5,DeAndre Hopkins,4,WR,QUESTIONABLE,13.417586566,8.7
553,4,5,CeeDee Lamb,4,WR,ACTIVE,13.285911393100003,2.3
554,4,5,Chris Carson,2,RB,QUESTIONABLE,14.389649174000002,3.6
555,4,5,Josh Jacobs,20,Bench,ACTIVE,12.655000133499998,8.2
556,4,5,Tyler Lockett,20,Bench,ACTIVE,14.2333167335,4.4
557,4,5,Justin Herbert,0,QB,ACTIVE,21.243478126,21.28
558,4,5,Tyler Higbee,6,TE,QUESTIONABLE,7.4680431005,5.6
559,4,5,Odell Beckham Jr.,23,Flex,DOUBTFUL,11.841945245219998,4.1
560,4,5,James Conner,20,Bench,ACTIVE,6.9341276659,19.6
561,4,5,Joe Burrow,20,Bench,QUESTIONABLE,17.731503136,23.32
562,4,5,Cole Beasley,20,Bench,ACTIVE,9.843125199000001,2.6
563,4,5,David Johnson,20,Bench,ACTIVE,4.438823703,6.300000000000001
564,4,5,Rob Gronkowski,20,Bench,ACTIVE,0.0,0.0
565,4,5,Brandon McManus,17,K,ACTIVE,8.4932981045,1.0
566,4,5,Bengals D/ST,16,Def,NA,7.935448729000001,1.0
567,4,6,Derrick Henry,2,RB,ACTIVE,20.4728725445,25.700000000000003
568,4,6,Stefon Diggs,4,WR,ACTIVE,14.5696115393,15.9
569,4,6,A.J. Brown,20,Bench,ACTIVE,0.0,0.0
570,4,6,Kyler Murray,0,QB,ACTIVE,22.536574305000006,22.62
571,4,6,Kareem Hunt,2,RB,QUESTIONABLE,11.320048937000001,15.600000000000001
572,4,6,T.J. Hockenson,6,TE,QUESTIONABLE,9.6313005525,6.2
573,4,6,Kenyan Drake,20,Bench,QUESTIONABLE,8.903550989,0.2
574,4,6,JuJu Smith-Schuster,20,Bench,ACTIVE,11.5317231132,2.1
575,4,6,Michael Carter,23,Flex,ACTIVE,10.343874684000001,9.9
576,4,6,Tyler Boyd,4,WR,ACTIVE,11.8171428479,17.3
577,4,6,Terrace Marshall Jr.,20,Bench,QUESTIONABLE,7.669884751500001,0.7
578,4,6,Phillip Lindsay,20,Bench,ACTIVE,3.6502559852000003,-0.1
579,4,6,Colts D/ST,16,Def,NA,6.023719069,10.0
580,4,6,Jason Sanders,17,K,ACTIVE,7.5055885695,5.0
581,4,6,James White,20,Bench,QUESTIONABLE,0.0,0.0
582,4,7,Ezekiel Elliott,2,RB,QUESTIONABLE,13.952011806500003,21.3
583,4,7,Antonio Gibson,2,RB,ACTIVE,14.703121875499999,14.5
584,4,7,Darren Waller,6,TE,ACTIVE,13.733484864500001,13.0
585,4,7,Allen Robinson II,4,WR,ACTIVE,11.539440445999999,7.800000000000001
586,4,7,Amari Cooper,4,WR,ACTIVE,12.772758914300002,14.4
587,4,7,Dak Prescott,0,QB,ACTIVE,18.641878819000002,27.02
588,4,7,Darrell Henderson Jr.,23,Flex,ACTIVE,13.719783567,14.100000000000001
589,4,7,Damien Harris,20,Bench,ACTIVE,10.01354631,3.6
590,4,7,Michael Thomas,21,IR,QUESTIONABLE,0.0,0.0
591,4,7,Courtland Sutton,20,Bench,ACTIVE,11.632120927999999,6.2
592,4,7,Tony Pollard,20,Bench,ACTIVE,7.561521267000002,6.7
593,4,7,Sterling Shepard,20,Bench,QUESTIONABLE,0.0,0.0
594,4,7,Rondale Moore,20,Bench,ACTIVE,7.878364278199999,5.2
595,4,7,Daniel Carlson,17,K,ACTIVE,7.913034606,0.5
596,4,7,Cordarrelle Patterson,20,Bench,ACTIVE,10.789082230000002,32.1
597,4,7,Saints D/ST,16,Def,NA,7.361375562999999,-3.0
598,4,7,Henry Ruggs III,20,Bench,ACTIVE,9.860611333300001,7.5
599,4,8,Saquon Barkley,2,RB,ACTIVE,13.805429843499999,27.1
600,4,8,Nick Chubb,2,RB,ACTIVE,16.0157074125,12.0
601,4,8,Terry McLaurin,4,WR,ACTIVE,12.7249904244,28.3
602,4,8,James Robinson,23,Flex,QUESTIONABLE,13.565701349000001,20.1
603,4,8,Tee Higgins,20,Bench,ACTIVE,0.0,0.0
604,4,8,Diontae Johnson,4,WR,ACTIVE,12.862817174799998,19.700000000000003
605,4,8,Russell Wilson,0,QB,ACTIVE,21.323900876000007,22.560000000000002
606,4,8,Logan Thomas,6,TE,QUESTIONABLE,7.392823749900002,0.0
607,4,8,Corey Davis,20,Bench,QUESTIONABLE,10.846073501500001,20.1
608,4,8,Rams D/ST,16,Def,NA,4.712424282,-5.0
609,4,8,Melvin Gordon III,20,Bench,ACTIVE,11.165531011500002,7.700000000000001
610,4,8,Nyheim Hines,20,Bench,ACTIVE,9.471112994000002,0.10000000000000009
611,4,8,Tyler Bass,17,K,ACTIVE,7.573145736,16.0
612,4,8,Alexander Mattison,20,Bench,ACTIVE,3.2266873062,2.0
613,4,8,Jameis Winston,20,Bench,QUESTIONABLE,15.145678667000002,13.040000000000001
614,4,8,Hunter Renfrow,20,Bench,ACTIVE,9.782336695500002,13.5
615,4,9,Aaron Jones,2,RB,ACTIVE,16.375946495500003,9.400000000000002
616,4,9,Austin Ekeler,2,RB,ACTIVE,15.412903206000001,29.000000000000004
617,4,9,Keenan Allen,4,WR,ACTIVE,14.629613468300002,7.1
618,4,9,Josh Allen,0,QB,ACTIVE,25.21298234,20.020000000000003
619,4,9,Chris Godwin,23,Flex,QUESTIONABLE,12.5485313199,7.0
620,4,9,DJ Moore,4,WR,ACTIVE,13.8154808944,28.900000000000002
621,4,9,Javonte Williams,20,Bench,ACTIVE,9.562465640999998,7.4
622,4,9,Noah Fant,6,TE,ACTIVE,8.191077212000001,13.600000000000001
623,4,9,AJ Dillon,20,Bench,QUESTIONABLE,5.336693317500001,10.2
624,4,9,Trey Sermon,20,Bench,ACTIVE,12.924221138000002,8.9
625,4,9,Antonio Brown,20,Bench,QUESTIONABLE,9.275407429200001,9.8
626,4,9,Marvin Jones Jr.,20,Bench,ACTIVE,11.975594206,3.9000000000000004
627,4,9,Ronald Jones II,20,Bench,QUESTIONABLE,7.4607999866000005,8.5
628,4,9,Greg Zuerlein,17,K,ACTIVE,7.9833996769999995,6.0
629,4,9,Hunter Henry,20,Bench,ACTIVE,6.626949656000001,11.2
630,4,9,Titans D/ST,16,Def,NA,7.0714660700000005,2.0
631,4,10,Davante Adams,4,WR,ACTIVE,17.185413853999997,9.4
632,4,10,Tyreek Hill,4,WR,ACTIVE,15.360229764700001,43.1
633,4,10,Mark Andrews,6,TE,ACTIVE,9.336461507,9.2
634,4,10,Miles Sanders,2,RB,ACTIVE,13.1285919415,6.2
635,4,10,Cooper Kupp,23,Flex,ACTIVE,16.0218304504,8.9
636,4,10,Myles Gaskin,20,Bench,ACTIVE,11.3834174335,0.30000000000000004
637,4,10,Raheem Mostert,21,IR,QUESTIONABLE,0.0,0.0
638,4,10,Brandin Cooks,20,Bench,QUESTIONABLE,12.630298209199998,7.2
639,4,10,Mike Gesicki,20,Bench,ACTIVE,6.363988731,14.2
640,4,10,Deebo Samuel,20,Bench,ACTIVE,13.936017160199999,32.7
641,4,10,J.D. McKissic,2,RB,QUESTIONABLE,7.052630837,14.4
642,4,10,Baker Mayfield,0,QB,QUESTIONABLE,17.438257125,9.3
643,4,10,Jaylen Waddle,20,Bench,ACTIVE,9.017681785500002,4.800000000000001
644,4,10,Robbie Gould,17,K,ACTIVE,7.751966067,0.0
645,4,10,Latavius Murray,20,Bench,ACTIVE,5.1052126841000005,11.9
646,4,10,Panthers D/ST,16,Def,NA,4.910682221999999,-6.0
647,4,10,Derek Carr,20,Bench,ACTIVE,18.6154389357,14.439999999999998
648,5,1,Travis Kelce,6,TE,ACTIVE,14.694317087500004,14.7
649,5,1,Jonathan Taylor,2,RB,ACTIVE,13.037307405499998,31.400000000000002
650,5,1,David Montgomery,21,IR,ACTIVE,0.0,0.0
651,5,1,Clyde Edwards-Helaire,2,RB,ACTIVE,10.466760717500001,2.9000000000000004
652,5,1,Julio Jones,20,Bench,ACTIVE,0.0,0.0
653,5,1,Brandon Aiyuk,20,Bench,ACTIVE,7.261907481000001,4.2
654,5,1,Kenny Golladay,20,Bench,ACTIVE,10.436447758999998,0.0
655,5,1,Jalen Hurts,20,Bench,QUESTIONABLE,19.717740571,22.92
656,5,1,Matthew Stafford,0,QB,ACTIVE,22.488944362,17.5
657,5,1,Commanders D/ST,16,Def,NA,5.854475811,4.0
658,5,1,Michael Pittman Jr.,4,WR,ACTIVE,11.735882759699997,17.9
659,5,1,Rodrigo Blankenship,17,K,QUESTIONABLE,7.349195525000001,3.0
660,5,1,Elijah Mitchell,20,Bench,ACTIVE,9.333137441000002,7.2
661,5,1,Chuba Hubbard,20,Bench,ACTIVE,12.928857198000003,16.900000000000002
662,5,1,Emmanuel Sanders,4,WR,ACTIVE,10.377269211200002,18.9
663,5,1,Samaje Perine,23,Flex,ACTIVE,6.853417447299999,16.3
664,5,2,Christian McCaffrey,20,Bench,QUESTIONABLE,0.0,0.0
665,5,2,Calvin Ridley,20,Bench,OUT,0.0,0.0
666,5,2,George Kittle,20,Bench,ACTIVE,0.0,0.0
667,5,2,Adam Thielen,4,WR,QUESTIONABLE,13.148253554100002,5.0
668,5,2,Lamar Jackson,20,Bench,ACTIVE,23.012328886,42.879999999999995
669,5,2,Mike Davis,2,RB,QUESTIONABLE,10.521708049999999,11.100000000000001
670,5,2,Jerry Jeudy,21,IR,ACTIVE,0.0,0.0
671,5,2,Ja'Marr Chase,23,Flex,ACTIVE,12.293532090000005,25.9
672,5,2,Leonard Fournette,2,RB,ACTIVE,12.5004026335,19.0
673,5,2,DeVonta Smith,20,Bench,ACTIVE,10.8268778165,11.2
674,5,2,Tom Brady,0,QB,ACTIVE,23.5812213031,38.74
675,5,2,Mike Williams,4,WR,ACTIVE,12.614595724,33.5
676,5,2,Harrison Butker,17,K,ACTIVE,8.4462554165,10.0
677,5,2,Jamaal Williams,20,Bench,ACTIVE,9.666240152,7.5
678,5,2,Bills D/ST,20,Bench,NA,4.0769118209999995,15.0
679,5,2,Austin Hooper,6,TE,ACTIVE,6.278520914,2.0
680,5,2,Falcons D/ST,16,Def,NA,7.030288568999999,6.0
681,5,3,Patrick Mahomes,0,QB,ACTIVE,22.351887658,18.980000000000004
682,5,3,Najee Harris,2,RB,ACTIVE,14.875061587000001,22.200000000000003
683,5,3,Justin Jefferson,4,WR,ACTIVE,14.5761572815,16.9
684,5,3,Randall Cobb,4,WR,ACTIVE,8.1471700185,4.0
685,5,3,D'Andre Swift,2,RB,ACTIVE,14.457111843,19.400000000000002
686,5,3,Kyle Pitts,20,Bench,ACTIVE,8.7748769155,23.4
687,5,3,Buccaneers D/ST,16,Def,NA,7.308407051000001,8.0
688,5,3,Robby Anderson,20,Bench,ACTIVE,10.084255928500001,4.0
689,5,3,Sony Michel,20,Bench,ACTIVE,4.2890493965,11.0
690,5,3,Ryan Tannehill,20,Bench,ACTIVE,18.643479704,13.98
691,5,3,Justin Tucker,17,K,ACTIVE,8.938625689999999,3.0
692,5,3,Marquise Brown,23,Flex,ACTIVE,11.0798243957,30.0
693,5,3,Devin Singletary,20,Bench,ACTIVE,8.5177974705,2.8
694,5,3,Jakobi Meyers,20,Bench,ACTIVE,11.199326836780001,7.6000000000000005
695,5,3,Marquez Valdes-Scantling,20,Bench,QUESTIONABLE,0.0,0.0
696,5,3,Jared Cook,6,TE,ACTIVE,8.325215634,3.4000000000000004
697,5,4,Dalvin Cook,2,RB,ACTIVE,0.0,0.0
698,5,4,DK Metcalf,4,WR,QUESTIONABLE,16.483747988000005,24.3
699,5,4,Joe Mixon,20,Bench,ACTIVE,12.859287268,10.0
700,5,4,Mike Evans,4,WR,ACTIVE,14.136685455,27.3
701,5,4,Robert Woods,23,Flex,QUESTIONABLE,11.054842039999999,22.0
702,5,4,Chase Edmonds,2,RB,ACTIVE,13.438413358499998,2.9000000000000004
